Canada West/Vancouver,ca-west-006.totallyacdn.com,443
Canada West/Vancouver,ca-west-007.totallyacdn.com,443
Canada West/Vancouver,ca-west-018.totallyacdn.com,443
France/Paris,fr-019.totallyacdn.com,443
France/Paris,fr-006.totallyacdn.com,443
France/Paris,fr-005.totallyacdn.com,443
France/Paris,fr-020.totallyacdn.com,443
France/Paris,fr-018.totallyacdn.com,443
France/Paris,fr-001.totallyacdn.com,443
France/Paris,fr-017.totallyacdn.com,443
France/Paris,fr-023.totallyacdn.com,443
Germany/Frankfurt,de-024.totallyacdn.com,443
Germany/Frankfurt,de-016.totallyacdn.com,443
Germany/Frankfurt,de-015.totallyacdn.com,443
Germany/Frankfurt,de-025.totallyacdn.com,443
Germany/Frankfurt,de-008.totallyacdn.com,443
Germany/Frankfurt,de-023.totallyacdn.com,443
Germany/Frankfurt,de-022.totallyacdn.com,443
Germany/Frankfurt,de-030.totallyacdn.com,443
Germany/Frankfurt,de-028.totallyacdn.com,443
Germany/Frankfurt,de-031.totallyacdn.com,443
Netherlands/Amsterdam,nl-016.totallyacdn.com,443
Netherlands/Amsterdam,nl-029.totallyacdn.com,443
Netherlands/Amsterdam,nl-026.totallyacdn.com,443
Netherlands/Amsterdam,nl-028.totallyacdn.com,443
Netherlands/Amsterdam,nl-027.totallyacdn.com,443
Netherlands/Amsterdam,nl-024.totallyacdn.com,443
Netherlands/Amsterdam,nl-025.totallyacdn.com,443
Netherlands/Amsterdam,nl-035.totallyacdn.com,443
Netherlands/Amsterdam,nl-033.totallyacdn.com,443
Netherlands/Amsterdam,nl-034.totallyacdn.com,443
Netherlands/Amsterdam,nl-032.totallyacdn.com,443
Netherlands/Amsterdam,nl-031.totallyacdn.com,443
Netherlands/Amsterdam,nl-036.totallyacdn.com,443
Norway/Oslo,no-012.totallyacdn.com,443
Norway/Oslo,no-011.totallyacdn.com,443
Norway/Oslo,no-009.totallyacdn.com,443
Norway/Oslo,no-010.totallyacdn.com,443
Norway/Oslo,no-005.totallyacdn.com,443
Romania/Bucharest,ro-009.totallyacdn.com,443
Romania/Bucharest,ro-004.totallyacdn.com,443
Romania/Bucharest,ro-007.totallyacdn.com,443
Romania/Bucharest,ro-013.totallyacdn.com,443
Romania/Bucharest,ro-014.totallyacdn.com,443
Romania/Bucharest,ro-011.totallyacdn.com,443
Switzerland/Zurich,ch-014.totallyacdn.com,443
Switzerland/Zurich,ch-016.totallyacdn.com,443
Switzerland/Zurich,ch-015.totallyacdn.com,443
Switzerland/Zurich,ch-012.totallyacdn.com,443
Switzerland/Zurich,ch-011.totallyacdn.com,443
United Kingdom/London,uk-023.totallyacdn.com,443
United Kingdom/London,uk-031.totallyacdn.com,443
United Kingdom/London,uk-035.totallyacdn.com,443
United Kingdom/London,uk-019.totallyacdn.com,443
United Kingdom/London,uk-034.totallyacdn.com,443
United Kingdom/London,uk-032.totallyacdn.com,443
United Kingdom/London,uk-022.totallyacdn.com,443
United Kingdom/London,uk-020.totallyacdn.com,443
United Kingdom/London,uk-021.totallyacdn.com,443
United Kingdom/London,uk-036.totallyacdn.com,443
United Kingdom/London,uk-040.totallyacdn.com,443
Turkey/Istanbul,tr-024.totallyacdn.com,443
Turkey/Istanbul,tr-023.totallyacdn.com,443
Hong Kong/Hong Kong,hk-001.totallyacdn.com,443
Hong Kong/Hong Kong,hk-007.totallyacdn.com,443
Hong Kong/Hong Kong,hk-009.totallyacdn.com,443
Hong Kong/Hong Kong,hk-012.totallyacdn.com,443
Hong Kong/Hong Kong,hk-002.totallyacdn.com,443
